name,geometry
Галицька площа,POINT (30.4884109 50.4463805)
вул. Будівельників,POINT (30.6163013 50.446719)
На вимогу,POINT (30.5169222 50.3710333)
Спортшкола №8,POINT (30.5183939 50.3694562)
Самбірський провулок,POINT (30.5225829 50.3692894)
вул. Віри Ґедройць,POINT (30.5344686 50.3703423)
проспект Європейського Союзу,POINT (30.4143853 50.5060123)
"Залізничний вокзал ""Центральний""",POINT (30.4903395 50.4407146)
"Залізничний вокзал ""Центральний""",POINT (30.4898942 50.4408549)
"Залізничний вокзал ""Центральний""",POINT (30.4901907 50.4406238)
ст. м. Осокорки,POINT (30.6156662 50.3957262)
вул. Дегтярівська,POINT (30.4737689 50.4615398)
просп. Червоної Калини,POINT (30.6200306 50.5216834)
вул. Миколи Закревського. Поліклініка,POINT (30.6269447 50.5225414)
вул. Костянтина Данькевича,POINT (30.626995 50.5199373)
"Парк ""Молодіжний""",POINT (30.6207519 50.5206734)
ВІДІ Автосіті,POINT (30.3820491 50.4138725)
Вул. Мишуги,POINT (30.6404626 50.3973974)
Гіпермаркет,POINT (30.605141 50.4125658)
вул. Сортувальна,POINT (30.6097375 50.4139127)
вул. Сортувальна,POINT (30.6113907 50.4140772)
вул. Причальна,POINT (30.603239 50.4122964)
Шосе Бориспільське,POINT (30.7768277 50.4027936)
вул. Вакуленчука,POINT (30.681846 50.4059469)
вул. Вакуленчука,POINT (30.6817001 50.4058157)
Вул. Братиславська,POINT (30.6111995 50.4864734)
Вул. Братиславська,POINT (30.6127733 50.4871585)
Вулиця Миколи Трублаїні,POINT (30.4036305 50.403144)
Вул. Березняківська,POINT (30.5927024 50.4222773)
Цукровий провулок,POINT (30.4646408 50.4902759)
Бакинська вулиця,POINT (30.4453574 50.4797405)
Бакинська вулиця,POINT (30.4462525 50.4792136)
ст. м. Лісова (498),POINT (30.6419782 50.4656804)
Пирогів,POINT (30.5297719 50.3423444)
просп. Академіка Глушкова,POINT (30.4574141 50.3712654)
Автотрансбуд,POINT (30.6008988 50.4148026)
Вул. Петра Вершигори,POINT (30.5747912 50.4901938)
Станція «Райдужний»,POINT (30.5746531 50.4836208)
Русанівські сади,POINT (30.5733384 50.4793798)
Русанівські сади,POINT (30.5731086 50.4799483)
Станція «Райдужний»,POINT (30.574073 50.4835718)
На вимогу,POINT (30.6053557 50.4921457)
пров. Осінній,POINT (30.3419748 50.4642007)
вул. Прилужна,POINT (30.3429509 50.4597888)
Станція Куренівка,POINT (30.4851357 50.488731)
Вул. Володимира Брожка,POINT (30.5141806 50.4124815)
вул. Дегтярівська,POINT (30.4740606 50.4623789)
вул. Довнар-Запольського,POINT (30.4734146 50.462087)
вул. Зоологічна,POINT (30.4659618 50.4625131)
"Комбінат ""Україна""",POINT (30.459367 50.4631111)
Лікарня,POINT (30.4545412 50.4630778)
Вул. Олени Теліги,POINT (30.4511163 50.4629786)
Вулиця Миколи Шпака,POINT (30.4288018 50.4605511)
Вул. Машинобудівна,POINT (30.4185139 50.4499242)
КАРЗ-6,POINT (30.4100319 50.4438881)
Вулиця Володимира Покотила,POINT (30.3832196 50.423205)
"Фабрика ""Новинка""",POINT (30.411126 50.4351386)
Масив Борщагівка,POINT (30.401028 50.4095804)
Просп. Павла Тичини,POINT (30.6150014 50.4316217)
Вул. Княгині Інгігерди,POINT (30.6423204 50.4372132)
Вул. Азербайджанська,POINT (30.6398145 50.4386714)
Автобусний парк,POINT (30.6322312 50.4407378)
Вул. Рогозівська,POINT (30.6771833 50.4501413)
ДВРЗ,POINT (30.6801604 50.4516588)
ДВРЗ,POINT (30.6812449 50.451698)
Школа №11,POINT (30.6844421 50.4533389)
просп. Леся Курбаса,POINT (30.3724984 50.4279075)
Школа,POINT (30.601252 50.5157319)
Торгівельний центр,POINT (30.5987325 50.5168128)
Торгівельний центр,POINT (30.5986525 50.5169519)
площа Анкари,POINT (30.6124243 50.5131008)
Реабілітаційний центр «Трініті ХАБ»,POINT (30.6463271 50.4670767)
НВО «Мікропроцесор»,POINT (30.4224737 50.4894284)
с. Конча-Заспа,POINT (30.5770218 50.300899)
с. Конча-Заспа,POINT (30.5775484 50.3005148)
Вулиця Заводська,POINT (30.4940151 50.4738522)
Проспект Свободи,POINT (30.4256453 50.5120479)
Пров. Лисогірський,POINT (30.5471314 50.3897302)
Чорнобаївська площа,POINT (30.3878871 50.4571705)
вулиця Світлицького,POINT (30.4293407 50.5105943)
Свято-Троїцький храм,POINT (30.5868641 50.5088988)
Площа Сантьяго-де-Чилі,POINT (30.5110306 50.5042358)
Дарницьке лісництво,POINT (30.7534332 50.3851465)
ст.м. Виставковий центр,POINT (30.4777698 50.3816186)
вул. Братів Чибінєєвих,POINT (30.6764879 50.4061055)
Академіка Білецького вулиця,POINT (30.4146678 50.4305287)
"Залізничний вокзал ""Центральний""",POINT (30.4911511 50.4407717)
Центр зайнятості,POINT (30.5042225 50.43509)
Школа,POINT (30.4763131 50.3531992)
Школа,POINT (30.4765185 50.3537313)
Школа №236,POINT (30.4761006 50.3555209)
Центр науково-технічної творчості молоді «Сфера»,POINT (30.5069862 50.5102627)
Торговельний центр,POINT (30.5075007 50.5086126)
Профтехучилище,POINT (30.5960339 50.4734308)
Вул. Степана Рудницького,POINT (30.4624659 50.391287)
вул. Павла Грабовського,POINT (30.5355717 50.3994873)
вул. Павла Грабовського,POINT (30.5356484 50.39924)
вул. Уласа Самчука,POINT (30.5345337 50.3976325)
вул. Уласа Самчука,POINT (30.5342235 50.3975433)
Харківська площа,POINT (30.6811055 50.4011046)
ДВРЗ,POINT (30.6803467 50.4515443)
Вознесенський Узвіз,POINT (30.5063288 50.4629805)
Школа №298,POINT (30.5196788 50.5271161)
Ліцей «Оболонь»,POINT (30.5218906 50.5238211)
Школа №226,POINT (30.5218416 50.5207148)
На вимогу,POINT (30.5194362 50.5182439)
Магазин,POINT (30.5165776 50.5157174)
Храм,POINT (30.5124536 50.5130691)
Вікентія Хвойки вул.,"LINESTRING (30.4796567 50.4803144, 30.4797768 50.4802188)"
ВІДІ Автосіті,"LINESTRING (30.3819762 50.4138999, 30.3821265 50.4138067)"
проспект Леся Курбаса,"LINESTRING (30.3654996 50.427006, 30.3655815 50.4268859)"
Ортопедичний інститут,"LINESTRING (30.4993562 50.4515486, 30.4992778 50.4515155)"
Ружинська вулиця,"LINESTRING (30.4060503 50.4703625, 30.4060233 50.470324, 30.406022 50.470208, 30.4060499 50.4701695)"
Мотоциклетний завод,"LINESTRING (30.4630087 50.4703337, 30.4630253 50.4703442, 30.4631904 50.4703501, 30.4632125 50.4703407)"
Вул. Івана Гонти,"LINESTRING (30.4471868 50.4655271, 30.4471895 50.465466)"
Вул. Соляна,"LINESTRING (30.4915184 50.4625556, 30.4917589 50.4625651)"
Корчувате-2,"POLYGON ((30.5497237 50.36467, 30.5497906 50.3646698, 30.5497893 50.3644756, 30.5497223 50.3644758, 30.5497237 50.36467))"
Корчувате-2,"POLYGON ((30.5491362 50.3646803, 30.5491309 50.3644844, 30.5490574 50.3644852, 30.5490628 50.3646811, 30.5491362 50.3646803))"
